Count,Time, Local Time, Distance 1, Distance 2
2.330000000000000000e+02,1.727332863737613525e+12,1.727332863792400837e+09,4.400000000000000000e+02,4.953999999999999773e+02
2.340000000000000000e+02,1.727332863838000488e+12,1.727332863901014090e+09,4.406000000000000227e+02,4.953000000000000114e+02
2.350000000000000000e+02,1.727332863937681641e+12,1.727332864006623030e+09,4.403999999999999773e+02,4.960000000000000000e+02
2.360000000000000000e+02,1.727332864037655029e+12,1.727332864104417086e+09,4.408000000000000114e+02,4.961000000000000227e+02
2.370000000000000000e+02,1.727332864137572266e+12,1.727332864208139658e+09,4.408000000000000114e+02,4.958000000000000114e+02
2.380000000000000000e+02,1.727332864237428955e+12,1.727332864314048290e+09,4.408000000000000114e+02,4.955000000000000000e+02
2.390000000000000000e+02,1.727332864337749756e+12,1.727332864416506767e+09,4.406000000000000227e+02,4.951999999999999886e+02
2.400000000000000000e+02,1.727332864470643555e+12,1.727332864515143633e+09,4.406999999999999886e+02,4.953999999999999773e+02
2.410000000000000000e+02,1.727332864570736084e+12,1.727332864629891872e+09,4.406000000000000227e+02,4.955000000000000000e+02
2.420000000000000000e+02,1.727332864670591309e+12,1.727332864723656654e+09,4.398999999999999773e+02,4.946999999999999886e+02
2.430000000000000000e+02,1.727332864770936768e+12,1.727332864831078768e+09,4.396000000000000227e+02,4.958000000000000114e+02
2.440000000000000000e+02,1.727332864870629395e+12,1.727332864931546926e+09,4.391999999999999886e+02,4.945000000000000000e+02
2.450000000000000000e+02,1.727332864970757568e+12,1.727332865031174183e+09,4.398000000000000114e+02,4.941000000000000227e+02
2.460000000000000000e+02,1.727332865070614746e+12,1.727332865137545586e+09,4.400000000000000000e+02,4.951999999999999886e+02
2.470000000000000000e+02,1.727332865170543701e+12,1.727332865239296436e+09,4.413000000000000114e+02,4.971999999999999886e+02
2.480000000000000000e+02,1.727332865270484131e+12,1.727332865342440128e+09,4.416000000000000227e+02,4.968000000000000114e+02
2.490000000000000000e+02,1.727332865370732422e+12,1.727332865446502924e+09,4.416999999999999886e+02,4.975000000000000000e+02
2.500000000000000000e+02,1.727332865503774414e+12,1.727332865552926064e+09,4.421000000000000227e+02,4.965000000000000000e+02
2.510000000000000000e+02,1.727332865603782471e+12,1.727332865651308775e+09,4.416999999999999886e+02,4.953000000000000114e+02
2.520000000000000000e+02,1.727332865704759521e+12,1.727332865758460760e+09,4.428000000000000114e+02,4.983999999999999773e+02
2.530000000000000000e+02,1.727332865803660889e+12,1.727332865855729103e+09,4.416000000000000227e+02,4.971999999999999886e+02
2.540000000000000000e+02,1.727332865903832520e+12,1.727332865963598490e+09,4.423999999999999773e+02,4.966999999999999886e+02
2.550000000000000000e+02,1.727332866003764893e+12,1.727332866067792892e+09,4.411999999999999886e+02,4.951000000000000227e+02
2.560000000000000000e+02,1.727332866103676514e+12,1.727332866175163031e+09,4.400000000000000000e+02,4.948000000000000114e+02
2.570000000000000000e+02,1.727332866203544922e+12,1.727332866268049479e+09,4.386000000000000227e+02,4.936000000000000227e+02
2.580000000000000000e+02,1.727332866303569580e+12,1.727332866373011351e+09,4.381999999999999886e+02,4.933999999999999773e+02
2.590000000000000000e+02,1.727332866403438965e+12,1.727332866488564014e+09,4.386000000000000227e+02,4.928999999999999773e+02
2.600000000000000000e+02,1.727332866537008545e+12,1.727332866582970381e+09,4.383999999999999773e+02,4.938999999999999773e+02
2.610000000000000000e+02,1.727332866636756836e+12,1.727332866683876514e+09,4.398000000000000114e+02,4.948999999999999773e+02
2.620000000000000000e+02,1.727332866736879883e+12,1.727332866792245865e+09,4.403000000000000114e+02,4.941000000000000227e+02
2.630000000000000000e+02,1.727332866836904297e+12,1.727332866888116121e+09,4.406999999999999886e+02,4.950000000000000000e+02
2.640000000000000000e+02,1.727332866937052490e+12,1.727332866999350071e+09,4.398999999999999773e+02,4.946999999999999886e+02
2.650000000000000000e+02,1.727332867037166748e+12,1.727332867099534750e+09,4.398999999999999773e+02,4.946000000000000227e+02
2.660000000000000000e+02,1.727332867136746338e+12,1.727332867205992460e+09,4.398000000000000114e+02,4.945000000000000000e+02
2.670000000000000000e+02,1.727332867236729736e+12,1.727332867307209969e+09,4.401000000000000227e+02,4.951000000000000227e+02
2.680000000000000000e+02,1.727332867337361328e+12,1.727332867405225039e+09,4.406000000000000227e+02,4.948999999999999773e+02
2.690000000000000000e+02,1.727332867436553955e+12,1.727332867507127523e+09,4.405000000000000000e+02,4.943999999999999773e+02
2.700000000000000000e+02,1.727332867537021484e+12,1.727332867608632565e+09,4.403000000000000114e+02,4.943000000000000114e+02
2.710000000000000000e+02,1.727332867670052002e+12,1.727332867712947130e+09,4.398000000000000114e+02,4.946000000000000227e+02
2.720000000000000000e+02,1.727332867769666504e+12,1.727332867816425323e+09,4.400000000000000000e+02,4.951000000000000227e+02
2.730000000000000000e+02,1.727332867870104736e+12,1.727332867926625013e+09,4.403000000000000114e+02,4.946999999999999886e+02
2.740000000000000000e+02,1.727332867969976318e+12,1.727332868024252653e+09,4.408999999999999773e+02,4.951999999999999886e+02
2.750000000000000000e+02,1.727332868069760498e+12,1.727332868129494667e+09,4.408000000000000114e+02,4.958000000000000114e+02
2.760000000000000000e+02,1.727332868169679932e+12,1.727332868234606504e+09,4.406000000000000227e+02,4.953999999999999773e+02
2.770000000000000000e+02,1.727332868269749512e+12,1.727332868334957838e+09,4.408999999999999773e+02,4.958000000000000114e+02
2.780000000000000000e+02,1.727332868369613281e+12,1.727332868443794727e+09,4.413000000000000114e+02,4.966999999999999886e+02
2.790000000000000000e+02,1.727332868469963135e+12,1.727332868542888165e+09,4.411999999999999886e+02,4.961999999999999886e+02
2.800000000000000000e+02,1.727332868602890869e+12,1.727332868645477295e+09,4.411000000000000227e+02,4.953000000000000114e+02
2.810000000000000000e+02,1.727332868703091553e+12,1.727332868762486935e+09,4.411999999999999886e+02,4.956000000000000227e+02
2.820000000000000000e+02,1.727332868803052979e+12,1.727332868857355118e+09,4.406999999999999886e+02,4.951999999999999886e+02
2.830000000000000000e+02,1.727332868902935547e+12,1.727332868970848560e+09,4.410000000000000000e+02,4.953999999999999773e+02
2.840000000000000000e+02,1.727332869002881104e+12,1.727332869063622236e+09,4.408000000000000114e+02,4.948999999999999773e+02
2.850000000000000000e+02,1.727332869102956055e+12,1.727332869164092064e+09,4.403999999999999773e+02,4.950000000000000000e+02
2.860000000000000000e+02,1.727332869203099121e+12,1.727332869270774841e+09,4.400000000000000000e+02,4.941000000000000227e+02
2.870000000000000000e+02,1.727332869302759033e+12,1.727332869373863935e+09,4.398000000000000114e+02,4.948999999999999773e+02
2.880000000000000000e+02,1.727332869403226074e+12,1.727332869473487377e+09,4.396999999999999886e+02,4.938000000000000114e+02
2.890000000000000000e+02,1.727332869536370117e+12,1.727332869587034941e+09,4.391999999999999886e+02,4.948999999999999773e+02
2.900000000000000000e+02,1.727332869635950195e+12,1.727332869685074806e+09,4.393999999999999773e+02,4.946999999999999886e+02
2.910000000000000000e+02,1.727332869735957520e+12,1.727332869789952993e+09,4.395000000000000000e+02,4.946999999999999886e+02
2.920000000000000000e+02,1.727332869835823242e+12,1.727332869890174150e+09,4.398999999999999773e+02,4.948000000000000114e+02
2.930000000000000000e+02,1.727332869935811279e+12,1.727332870001468897e+09,4.396999999999999886e+02,4.946999999999999886e+02
2.940000000000000000e+02,1.727332870058252197e+12,1.727332870103249073e+09,4.406000000000000227e+02,4.956000000000000227e+02
2.950000000000000000e+02,1.727332870135790039e+12,1.727332870217260361e+09,4.401000000000000227e+02,4.945000000000000000e+02
2.960000000000000000e+02,1.727332870235901855e+12,1.727332870308111906e+09,4.406999999999999886e+02,4.965000000000000000e+02
2.970000000000000000e+02,1.727332870369622314e+12,1.727332870417980671e+09,4.405000000000000000e+02,4.955000000000000000e+02
2.980000000000000000e+02,1.727332870469190186e+12,1.727332870513939142e+09,4.403000000000000114e+02,4.948000000000000114e+02
2.990000000000000000e+02,1.727332870569014404e+12,1.727332870617276430e+09,4.398000000000000114e+02,4.946999999999999886e+02
3.000000000000000000e+02,1.727332870670039551e+12,1.727332870724732637e+09,4.400000000000000000e+02,4.951000000000000227e+02
3.010000000000000000e+02,1.727332870769139893e+12,1.727332870823750257e+09,4.401000000000000227e+02,4.938999999999999773e+02
3.020000000000000000e+02,1.727332870869010498e+12,1.727332870942155123e+09,4.401999999999999886e+02,4.953999999999999773e+02
3.030000000000000000e+02,1.727332870970000244e+12,1.727332871044153929e+09,4.403999999999999773e+02,4.960000000000000000e+02
3.040000000000000000e+02,1.727332871068874023e+12,1.727332871137531281e+09,4.406999999999999886e+02,4.950000000000000000e+02
3.050000000000000000e+02,1.727332871168901367e+12,1.727332871245638371e+09,4.403999999999999773e+02,4.955000000000000000e+02
3.060000000000000000e+02,1.727332871302375000e+12,1.727332871342462063e+09,4.406000000000000227e+02,4.953000000000000114e+02
3.070000000000000000e+02,1.727332871402194336e+12,1.727332871447624207e+09,4.401000000000000227e+02,4.943000000000000114e+02
3.080000000000000000e+02,1.727332871502260010e+12,1.727332871551808596e+09,4.403000000000000114e+02,4.951000000000000227e+02
3.090000000000000000e+02,1.727332871602133301e+12,1.727332871654208422e+09,4.403000000000000114e+02,4.951000000000000227e+02
3.100000000000000000e+02,1.727332871702127930e+12,1.727332871757796049e+09,4.408999999999999773e+02,4.953000000000000114e+02
3.110000000000000000e+02,1.727332871802053711e+12,1.727332871861490965e+09,4.411000000000000227e+02,4.961000000000000227e+02
3.120000000000000000e+02,1.727332871902403564e+12,1.727332871964787483e+09,4.415000000000000000e+02,4.965000000000000000e+02
3.130000000000000000e+02,1.727332872002331055e+12,1.727332872065574408e+09,4.416000000000000227e+02,4.958999999999999773e+02
3.140000000000000000e+02,1.727332872102580078e+12,1.727332872171838522e+09,4.421000000000000227e+02,4.978000000000000114e+02
3.150000000000000000e+02,1.727332872202132324e+12,1.727332872266581535e+09,4.411000000000000227e+02,4.958000000000000114e+02
3.160000000000000000e+02,1.727332872301915283e+12,1.727332872377861977e+09,4.408000000000000114e+02,4.956000000000000227e+02
3.170000000000000000e+02,1.727332872401969971e+12,1.727332872474364519e+09,4.400000000000000000e+02,4.941999999999999886e+02
3.180000000000000000e+02,1.727332872535796387e+12,1.727332872584613562e+09,4.396999999999999886e+02,4.943999999999999773e+02
3.190000000000000000e+02,1.727332872635295898e+12,1.727332872681499958e+09,4.398000000000000114e+02,4.946999999999999886e+02
3.200000000000000000e+02,1.727332872735393555e+12,1.727332872792588234e+09,4.398999999999999773e+02,4.948999999999999773e+02
3.210000000000000000e+02,1.727332872835262695e+12,1.727332872893849134e+09,4.401999999999999886e+02,4.946000000000000227e+02
3.220000000000000000e+02,1.727332872935608398e+12,1.727332872996701479e+09,4.396000000000000227e+02,4.950000000000000000e+02
3.230000000000000000e+02,1.727332873035119629e+12,1.727332873095742702e+09,4.396999999999999886e+02,4.946000000000000227e+02
3.240000000000000000e+02,1.727332873134973145e+12,1.727332873211881399e+09,4.398999999999999773e+02,4.945000000000000000e+02
3.250000000000000000e+02,1.727332873235167236e+12,1.727332873305057526e+09,4.408999999999999773e+02,4.956000000000000227e+02
3.260000000000000000e+02,1.727332873334914062e+12,1.727332873413248062e+09,4.405000000000000000e+02,4.961000000000000227e+02
3.270000000000000000e+02,1.727332873468211182e+12,1.727332873515927315e+09,4.400000000000000000e+02,4.955000000000000000e+02
3.280000000000000000e+02,1.727332873568507080e+12,1.727332873613725185e+09,4.398000000000000114e+02,4.953000000000000114e+02
3.290000000000000000e+02,1.727332873668198486e+12,1.727332873716896772e+09,4.391000000000000227e+02,4.940000000000000000e+02
3.300000000000000000e+02,1.727332873768598389e+12,1.727332873822376966e+09,4.396000000000000227e+02,4.948000000000000114e+02
3.310000000000000000e+02,1.727332873868134521e+12,1.727332873927709579e+09,4.400000000000000000e+02,4.948000000000000114e+02
3.320000000000000000e+02,1.727332873968060059e+12,1.727332874024846077e+09,4.405000000000000000e+02,4.963999999999999773e+02
3.330000000000000000e+02,1.727332874070635498e+12,1.727332874144159317e+09,4.403999999999999773e+02,4.953999999999999773e+02
3.340000000000000000e+02,1.727332874168139160e+12,1.727332874232349873e+09,4.408999999999999773e+02,4.963000000000000114e+02
3.350000000000000000e+02,1.727332874268237305e+12,1.727332874339141369e+09,4.405000000000000000e+02,4.951999999999999886e+02
3.360000000000000000e+02,1.727332874367972900e+12,1.727332874451331139e+09,4.406000000000000227e+02,4.958000000000000114e+02
3.370000000000000000e+02,1.727332874502479248e+12,1.727332874552254200e+09,4.403999999999999773e+02,4.956999999999999886e+02
3.380000000000000000e+02,1.727332874601919922e+12,1.727332874650939941e+09,4.403999999999999773e+02,4.958999999999999773e+02
3.390000000000000000e+02,1.727332874701263916e+12,1.727332874756890535e+09,4.403999999999999773e+02,4.953000000000000114e+02
3.400000000000000000e+02,1.727332874801146240e+12,1.727332874857137918e+09,4.403999999999999773e+02,4.960000000000000000e+02
3.410000000000000000e+02,1.727332874901191650e+12,1.727332874971412659e+09,4.413000000000000114e+02,4.956000000000000227e+02
3.420000000000000000e+02,1.727332875001213867e+12,1.727332875078673840e+09,4.411000000000000227e+02,4.961000000000000227e+02
3.430000000000000000e+02,1.727332875101138916e+12,1.727332875174018621e+09,4.418999999999999773e+02,4.968000000000000114e+02
3.440000000000000000e+02,1.727332875235635010e+12,1.727332875282845974e+09,4.411000000000000227e+02,4.961999999999999886e+02
3.450000000000000000e+02,1.727332875334689697e+12,1.727332875384073496e+09,4.408999999999999773e+02,4.961999999999999886e+02
3.460000000000000000e+02,1.727332875434376709e+12,1.727332875499010086e+09,4.406999999999999886e+02,4.956999999999999886e+02
3.470000000000000000e+02,1.727332875534368896e+12,1.727332875604822636e+09,4.408000000000000114e+02,4.956000000000000227e+02
3.480000000000000000e+02,1.727332875634306396e+12,1.727332875702977180e+09,4.406999999999999886e+02,4.963000000000000114e+02
3.490000000000000000e+02,1.727332875734588867e+12,1.727332875810761929e+09,4.405000000000000000e+02,4.958000000000000114e+02
3.500000000000000000e+02,1.727332875834260010e+12,1.727332875905773163e+09,4.401999999999999886e+02,4.946000000000000227e+02
3.510000000000000000e+02,1.727332875967596436e+12,1.727332876018878698e+09,4.401999999999999886e+02,4.945000000000000000e+02
3.520000000000000000e+02,1.727332876067924316e+12,1.727332876108341932e+09,4.391000000000000227e+02,4.946999999999999886e+02
3.530000000000000000e+02,1.727332876167444092e+12,1.727332876212167263e+09,4.386999999999999886e+02,4.943000000000000114e+02
3.540000000000000000e+02,1.727332876267539307e+12,1.727332876318089485e+09,4.386999999999999886e+02,4.938999999999999773e+02
3.550000000000000000e+02,1.727332876367917969e+12,1.727332876427794218e+09,4.390000000000000000e+02,4.931999999999999886e+02
3.560000000000000000e+02,1.727332876467853271e+12,1.727332876525711060e+09,4.393000000000000114e+02,4.941000000000000227e+02
3.570000000000000000e+02,1.727332876567646484e+12,1.727332876627304792e+09,4.400000000000000000e+02,4.948000000000000114e+02
3.580000000000000000e+02,1.727332876667296143e+12,1.727332876729847670e+09,4.401999999999999886e+02,4.953999999999999773e+02
3.590000000000000000e+02,1.727332876767273193e+12,1.727332876834930182e+09,4.408000000000000114e+02,4.955000000000000000e+02
3.600000000000000000e+02,1.727332876867305664e+12,1.727332876938517809e+09,4.405000000000000000e+02,4.966000000000000227e+02
3.610000000000000000e+02,1.727332877000811279e+12,1.727332877047882080e+09,4.405000000000000000e+02,4.960000000000000000e+02
3.620000000000000000e+02,1.727332877100495605e+12,1.727332877146650076e+09,4.408000000000000114e+02,4.961999999999999886e+02
3.630000000000000000e+02,1.727332877200744629e+12,1.727332877246462822e+09,4.401000000000000227e+02,4.951999999999999886e+02
3.640000000000000000e+02,1.727332877300495117e+12,1.727332877355641365e+09,4.396999999999999886e+02,4.945000000000000000e+02
3.650000000000000000e+02,1.727332877400550293e+12,1.727332877451901674e+09,4.395000000000000000e+02,4.940000000000000000e+02
3.660000000000000000e+02,1.727332877500710449e+12,1.727332877557240009e+09,4.398999999999999773e+02,4.950000000000000000e+02
3.670000000000000000e+02,1.727332877600481201e+12,1.727332877656837225e+09,4.410000000000000000e+02,4.961999999999999886e+02
3.680000000000000000e+02,1.727332877700448730e+12,1.727332877761436701e+09,4.416999999999999886e+02,4.970000000000000000e+02
3.690000000000000000e+02,1.727332877800521240e+12,1.727332877864955902e+09,4.421999999999999886e+02,4.971000000000000227e+02
3.700000000000000000e+02,1.727332877900381104e+12,1.727332877973990440e+09,4.423000000000000114e+02,4.966000000000000227e+02
3.710000000000000000e+02,1.727332878000366455e+12,1.727332878072177887e+09,4.420000000000000000e+02,4.968000000000000114e+02
3.720000000000000000e+02,1.727332878133662354e+12,1.727332878179235697e+09,4.423999999999999773e+02,4.971000000000000227e+02
3.730000000000000000e+02,1.727332878233981201e+12,1.727332878278260708e+09,4.415000000000000000e+02,4.968999999999999773e+02
3.740000000000000000e+02,1.727332878333589111e+12,1.727332878383498430e+09,4.416000000000000227e+02,4.961999999999999886e+02
3.750000000000000000e+02,1.727332878433852295e+12,1.727332878496388674e+09,4.408000000000000114e+02,4.961000000000000227e+02
3.760000000000000000e+02,1.727332878533817139e+12,1.727332878600418091e+09,4.403000000000000114e+02,4.951000000000000227e+02
3.770000000000000000e+02,1.727332878633701904e+12,1.727332878692478895e+09,4.393999999999999773e+02,4.948999999999999773e+02
3.780000000000000000e+02,1.727332878733482910e+12,1.727332878800653458e+09,4.391000000000000227e+02,4.946000000000000227e+02
3.790000000000000000e+02,1.727332878833478516e+12,1.727332878917272568e+09,4.391999999999999886e+02,4.938999999999999773e+02
3.800000000000000000e+02,1.727332878966840820e+12,1.727332879021450758e+09,4.396000000000000227e+02,4.945000000000000000e+02
3.810000000000000000e+02,1.727332879066737305e+12,1.727332879119188547e+09,4.400000000000000000e+02,4.953999999999999773e+02
3.820000000000000000e+02,1.727332879167348877e+12,1.727332879250928879e+09,4.408999999999999773e+02,4.960000000000000000e+02
3.830000000000000000e+02,1.727332879266688721e+12,1.727332879328925133e+09,4.408999999999999773e+02,4.953999999999999773e+02
3.840000000000000000e+02,1.727332879367534912e+12,1.727332879427890539e+09,4.405000000000000000e+02,4.953000000000000114e+02
3.850000000000000000e+02,1.727332879466735107e+12,1.727332879535609484e+09,4.398999999999999773e+02,4.951000000000000227e+02
3.860000000000000000e+02,1.727332879566810791e+12,1.727332879631348848e+09,4.396000000000000227e+02,4.941999999999999886e+02
3.870000000000000000e+02,1.727332879699937500e+12,1.727332879737514257e+09,4.393000000000000114e+02,4.946000000000000227e+02
3.880000000000000000e+02,1.727332879799932617e+12,1.727332879845283270e+09,4.401999999999999886e+02,4.951000000000000227e+02
3.890000000000000000e+02,1.727332879900066406e+12,1.727332879944713354e+09,4.408999999999999773e+02,4.956000000000000227e+02
3.900000000000000000e+02,1.727332879999856689e+12,1.727332880044985056e+09,4.411000000000000227e+02,4.960000000000000000e+02
3.910000000000000000e+02,1.727332880100133789e+12,1.727332880153918028e+09,4.406999999999999886e+02,4.961000000000000227e+02
3.920000000000000000e+02,1.727332880199770508e+12,1.727332880252904415e+09,4.406999999999999886e+02,4.955000000000000000e+02
3.930000000000000000e+02,1.727332880299699707e+12,1.727332880361623764e+09,4.401000000000000227e+02,4.950000000000000000e+02
3.940000000000000000e+02,1.727332880400081299e+12,1.727332880460083485e+09,4.401000000000000227e+02,4.948999999999999773e+02
3.950000000000000000e+02,1.727332880499742920e+12,1.727332880569686890e+09,4.398999999999999773e+02,4.948000000000000114e+02
3.960000000000000000e+02,1.727332880599570312e+12,1.727332880673378229e+09,4.396999999999999886e+02,4.945000000000000000e+02
3.970000000000000000e+02,1.727332880732915527e+12,1.727332880774683475e+09,4.396000000000000227e+02,4.943999999999999773e+02
3.980000000000000000e+02,1.727332880833348877e+12,1.727332880885780573e+09,4.403000000000000114e+02,4.958000000000000114e+02
3.990000000000000000e+02,1.727332880932908691e+12,1.727332880978267908e+09,4.411999999999999886e+02,4.966000000000000227e+02
4.000000000000000000e+02,1.727332881032882568e+12,1.727332881097447157e+09,4.415000000000000000e+02,4.963000000000000114e+02
4.010000000000000000e+02,1.727332881132902344e+12,1.727332881195209742e+09,4.421999999999999886e+02,4.971000000000000227e+02
4.020000000000000000e+02,1.727332881232755615e+12,1.727332881292038679e+09,4.411000000000000227e+02,4.958000000000000114e+02
4.030000000000000000e+02,1.727332881333432617e+12,1.727332881407086849e+09,4.408000000000000114e+02,4.960000000000000000e+02
4.040000000000000000e+02,1.727332881433383789e+12,1.727332881500274658e+09,4.403000000000000114e+02,4.958999999999999773e+02
4.050000000000000000e+02,1.727332881566042725e+12,1.727332881603363991e+09,4.403999999999999773e+02,4.958000000000000114e+02
4.060000000000000000e+02,1.727332881666009277e+12,1.727332881704062939e+09,4.403999999999999773e+02,4.953000000000000114e+02
4.070000000000000000e+02,1.727332881766002930e+12,1.727332881820637703e+09,4.405000000000000000e+02,4.956999999999999886e+02
4.080000000000000000e+02,1.727332881866206299e+12,1.727332881918769836e+09,4.401000000000000227e+02,4.943999999999999773e+02
4.090000000000000000e+02,1.727332881966007324e+12,1.727332882035813093e+09,4.403000000000000114e+02,4.951999999999999886e+02
4.100000000000000000e+02,1.727332882066112793e+12,1.727332882139924288e+09,4.400000000000000000e+02,4.943999999999999773e+02
4.110000000000000000e+02,1.727332882165833496e+12,1.727332882228468418e+09,4.396999999999999886e+02,4.948000000000000114e+02
4.120000000000000000e+02,1.727332882266347900e+12,1.727332882332507372e+09,4.396000000000000227e+02,4.945000000000000000e+02
4.130000000000000000e+02,1.727332882365901855e+12,1.727332882443005323e+09,4.400000000000000000e+02,4.938999999999999773e+02
4.140000000000000000e+02,1.727332882499333008e+12,1.727332882539270639e+09,4.401999999999999886e+02,4.960000000000000000e+02
4.150000000000000000e+02,1.727332882599431641e+12,1.727332882653091431e+09,4.403999999999999773e+02,4.948000000000000114e+02
4.160000000000000000e+02,1.727332882699226074e+12,1.727332882759230614e+09,4.400000000000000000e+02,4.943000000000000114e+02
4.170000000000000000e+02,1.727332882799030518e+12,1.727332882858995438e+09,4.406999999999999886e+02,4.951999999999999886e+02
4.180000000000000000e+02,1.727332882899288818e+12,1.727332882958906412e+09,4.406000000000000227e+02,4.956999999999999886e+02
4.190000000000000000e+02,1.727332882998966797e+12,1.727332883066421986e+09,4.406999999999999886e+02,4.956999999999999886e+02
4.200000000000000000e+02,1.727332883100135986e+12,1.727332883163896561e+09,4.403000000000000114e+02,4.953999999999999773e+02
4.210000000000000000e+02,1.727332883199071045e+12,1.727332883268696785e+09,4.401999999999999886e+02,4.946000000000000227e+02
4.220000000000000000e+02,1.727332883332157959e+12,1.727332883373742342e+09,4.400000000000000000e+02,4.948000000000000114e+02
4.230000000000000000e+02,1.727332883432847168e+12,1.727332883483801603e+09,4.398999999999999773e+02,4.950000000000000000e+02
4.240000000000000000e+02,1.727332883532298340e+12,1.727332883582452536e+09,4.403000000000000114e+02,4.953000000000000114e+02
4.250000000000000000e+02,1.727332883632193115e+12,1.727332883683056355e+09,4.411999999999999886e+02,4.965000000000000000e+02
4.260000000000000000e+02,1.727332883732313965e+12,1.727332883785186052e+09,4.410000000000000000e+02,4.968000000000000114e+02
4.270000000000000000e+02,1.727332883832129150e+12,1.727332883888909817e+09,4.411999999999999886e+02,4.963000000000000114e+02
4.280000000000000000e+02,1.727332883932254883e+12,1.727332884004496336e+09,4.415000000000000000e+02,4.965000000000000000e+02
4.290000000000000000e+02,1.727332884032136475e+12,1.727332884117211342e+09,4.415000000000000000e+02,4.963000000000000114e+02
4.300000000000000000e+02,1.727332884165606689e+12,1.727332884205361366e+09,4.418000000000000114e+02,4.960000000000000000e+02
4.310000000000000000e+02,1.727332884265400391e+12,1.727332884308467865e+09,4.416999999999999886e+02,4.970000000000000000e+02
4.320000000000000000e+02,1.727332884365465088e+12,1.727332884412385702e+09,4.423999999999999773e+02,4.973000000000000114e+02
4.330000000000000000e+02,1.727332884465377197e+12,1.727332884511782169e+09,4.421000000000000227e+02,4.965000000000000000e+02
4.340000000000000000e+02,1.727332884565355225e+12,1.727332884622976780e+09,4.423000000000000114e+02,4.973000000000000114e+02
4.350000000000000000e+02,1.727332884665348145e+12,1.727332884721936226e+09,4.408999999999999773e+02,4.956000000000000227e+02
4.360000000000000000e+02,1.727332884765299805e+12,1.727332884825732470e+09,4.403000000000000114e+02,4.950000000000000000e+02
4.370000000000000000e+02,1.727332884865131104e+12,1.727332884923691034e+09,4.393999999999999773e+02,4.945000000000000000e+02
4.380000000000000000e+02,1.727332884965205566e+12,1.727332885049116373e+09,4.395000000000000000e+02,4.950000000000000000e+02
4.390000000000000000e+02,1.727332885098702637e+12,1.727332885143095970e+09,4.390000000000000000e+02,4.950000000000000000e+02
4.400000000000000000e+02,1.727332885198885498e+12,1.727332885245031357e+09,4.388000000000000114e+02,4.931999999999999886e+02
4.410000000000000000e+02,1.727332885298464111e+12,1.727332885341716766e+09,4.390000000000000000e+02,4.945000000000000000e+02
4.420000000000000000e+02,1.727332885398457520e+12,1.727332885450147390e+09,4.391999999999999886e+02,4.945000000000000000e+02
4.430000000000000000e+02,1.727332885498311523e+12,1.727332885562897921e+09,4.400000000000000000e+02,4.951000000000000227e+02
4.440000000000000000e+02,1.727332885598659180e+12,1.727332885653167963e+09,4.400000000000000000e+02,4.948000000000000114e+02
4.450000000000000000e+02,1.727332885698309570e+12,1.727332885753182411e+09,4.396000000000000227e+02,4.946999999999999886e+02
4.460000000000000000e+02,1.727332885798586914e+12,1.727332885854250669e+09,4.401000000000000227e+02,4.951000000000000227e+02
4.470000000000000000e+02,1.727332885898264404e+12,1.727332885960765600e+09,4.403999999999999773e+02,4.958999999999999773e+02
4.480000000000000000e+02,1.727332885998361572e+12,1.727332886062756777e+09,4.406999999999999886e+02,4.960000000000000000e+02
4.490000000000000000e+02,1.727332886131604980e+12,1.727332886174803972e+09,4.405000000000000000e+02,4.951999999999999886e+02
4.500000000000000000e+02,1.727332886231550781e+12,1.727332886287647486e+09,4.401999999999999886e+02,4.961000000000000227e+02
4.510000000000000000e+02,1.727332886331649658e+12,1.727332886380557537e+09,4.403999999999999773e+02,4.955000000000000000e+02
4.520000000000000000e+02,1.727332886432568359e+12,1.727332886485766411e+09,4.401000000000000227e+02,4.951999999999999886e+02
4.530000000000000000e+02,1.727332886531448730e+12,1.727332886592382908e+09,4.403000000000000114e+02,4.943999999999999773e+02
4.540000000000000000e+02,1.727332886631382080e+12,1.727332886695868492e+09,4.398000000000000114e+02,4.946999999999999886e+02
4.550000000000000000e+02,1.727332886731314697e+12,1.727332886798177719e+09,4.396000000000000227e+02,4.951000000000000227e+02
4.560000000000000000e+02,1.727332886831298584e+12,1.727332886895220518e+09,4.401999999999999886e+02,4.955000000000000000e+02
4.570000000000000000e+02,1.727332886964615723e+12,1.727332886995991707e+09,4.413000000000000114e+02,4.956000000000000227e+02
4.580000000000000000e+02,1.727332887064772217e+12,1.727332887102808237e+09,4.415000000000000000e+02,4.973000000000000114e+02
4.590000000000000000e+02,1.727332887164621338e+12,1.727332887207708120e+09,4.416000000000000227e+02,4.971999999999999886e+02
4.600000000000000000e+02,1.727332887264515137e+12,1.727332887306027412e+09,4.408999999999999773e+02,4.965000000000000000e+02
4.610000000000000000e+02,1.727332887364653564e+12,1.727332887413873196e+09,4.408000000000000114e+02,4.955000000000000000e+02
4.620000000000000000e+02,1.727332887464968750e+12,1.727332887523015738e+09,4.398000000000000114e+02,4.946999999999999886e+02
4.630000000000000000e+02,1.727332887564837402e+12,1.727332887624863386e+09,4.408999999999999773e+02,4.965000000000000000e+02
4.640000000000000000e+02,1.727332887664531982e+12,1.727332887726733923e+09,4.411999999999999886e+02,4.963000000000000114e+02
